material_id,Material,description,Size,Fuel,source,type,id,unit,province_state,city,year,material_cost,labour_cost,equipment_cost,material_op_factor,labour_op_factor,equipment_op_factor,comments,material_mult,labour_mult
227,VAVMixingBoxesHtg,"VAV, pneumatic,  HW Coils only, 200 cfm includes electric motor",200,,rs-means,Unit,180691,each,,,,,,,,,,,1.0,1.0
228,VAVMixingBoxesHtg,"VAV, pneumatic,  HW Coils only, 400 cfm includes electric motor",400,,rs-means,Unit,180692,each,,,,,,,,,,,1.0,1.0
229,VAVMixingBoxesHtg,"VAV, pneumatic,  HW Coils only, 600 cfm includes electric motor",600,,rs-means,Unit,180693,each,,,,,,,,,,,1.0,1.0
230,VAVMixingBoxesHtg,"VAV, pneumatic,  HW Coils only, 800 cfm includes electric motor",800,,rs-means,Unit,180694,each,,,,,,,,,,,1.0,1.0
231,VAVMixingBoxesHtg,"VAV, pneumatic,  HW Coils only, 1000 cfm includes electric motor",1000,,rs-means,Unit,180695,each,,,,,,,,,,,1.0,1.0
232,VAVMixingBoxesHtg,"VAV, pneumatic,  HW Coils only, 1250 cfm includes electric motor",1250,,rs-means,Unit,180696,each,,,,,,,,,,,1.0,1.0
233,VAVMixingBoxesHtg,"VAV, pneumatic,  HW Coils only, 1500 cfm includes electric motor",1500,,rs-means,Unit,180697,each,,,,,,,,,,,1.0,1.0
234,VAVMixingBoxesHtg,"VAV, pneumatic,  HW Coils only, 2000 cfm includes electric motor",2000,,rs-means,Unit,180698,each,,,,,,,,,,,1.0,1.0
235,VAVMixingBoxesHtg,"VAV, pneumatic,  HW Coils only, 3000 cfm includes electric motor",3000,,rs-means,Unit,180699,each,,,,,,,,,,,1.0,1.0
236,VAVFanMixingBoxesClg,"VAV, fan power,  Cooling only, 200 cfm includes electric motor",200,,rs-means,Unit,180700,each,,,,,,,,,,,1.0,1.0
237,VAVFanMixingBoxesClg,"VAV, fan power,  Cooling only, 400 cfm includes electric motor",400,,rs-means,Unit,180701,each,,,,,,,,,,,1.0,1.0
238,VAVFanMixingBoxesClg,"VAV, fan power,  Cooling only, 600 cfm includes electric motor",600,,rs-means,Unit,180702,each,,,,,,,,,,,1.0,1.0
239,VAVFanMixingBoxesClg,"VAV, fan power,  Cooling only, 800 cfm includes electric motor",800,,rs-means,Unit,180703,each,,,,,,,,,,,1.0,1.0
240,VAVFanMixingBoxesClg,"VAV, fan power,  Cooling only, 1000 cfm includes electric motor",1000,,rs-means,Unit,180704,each,,,,,,,,,,,1.0,1.0
241,VAVFanMixingBoxesClg,"VAV, fan power,  Cooling only, 1250 cfm includes electric motor",1250,,rs-means,Unit,180705,each,,,,,,,,,,,1.0,1.0
242,VAVFanMixingBoxesClg,"VAV, fan power,  Cooling only, 1500 cfm includes electric motor",1500,,rs-means,Unit,180706,each,,,,,,,,,,,1.0,1.0
243,VAVFanMixingBoxesClg,"VAV, fan power,  Cooling only, 2000 cfm includes electric motor",2000,,rs-means,Unit,180707,each,,,,,,,,,,,1.0,1.0
244,VAVFanMixingBoxesHtg,"VAV, fan power,  HW Coils only, 200 cfm includes electric motor",200,,rs-means,Unit,180708,each,,,,,,,,,,,1.0,1.0
245,VAVFanMixingBoxesHtg,"VAV, fan power,  HW Coils only, 400 cfm includes electric motor",400,,rs-means,Unit,180709,each,,,,,,,,,,,1.0,1.0
246,VAVFanMixingBoxesHtg,"VAV, fan power,  HW Coils only, 600 cfm includes electric motor",600,,rs-means,Unit,180710,each,,,,,,,,,,,1.0,1.0
247,VAVFanMixingBoxesHtg,"VAV, fan power,  HW Coils only, 800 cfm includes electric motor",800,,rs-means,Unit,180711,each,,,,,,,,,,,1.0,1.0
248,VAVFanMixingBoxesHtg,"VAV, fan power,  HW Coils only, 1000 cfm includes electric motor",1000,,rs-means,Unit,180712,each,,,,,,,,,,,1.0,1.0
249,VAVFanMixingBoxesHtg,"VAV, fan power,  HW Coils only, 1250 cfm includes electric motor",1250,,rs-means,Unit,180713,each,,,,,,,,,,,1.0,1.0
250,VAVFanMixingBoxesHtg,"VAV, fan power,  HW Coils only, 1500 cfm includes electric motor",1500,,rs-means,Unit,180714,each,,,,,,,,,,,1.0,1.0
251,VAVFanMixingBoxesHtg,"VAV, fan power,  HW Coils only, 2000 cfm includes electric motor",2000,,rs-means,Unit,180715,each,,,,,,,,,,,1.0,1.0
253,Diffusers,"Diffuser, aluminum, ceiling, perforated, 24"" x 24"" lay-in panel size, 8"" x 8"", includes opposed blade damper",64,,rs-means,Unit,180716,each,,,,,,,,,,,1.0,1.0
254,Diffusers,"Diffuser, aluminum, ceiling, T-bar mounting, 24"" x 24"" lay-in frame, 6"" x 6"", includes opposed blade damper",36,,rs-means,Unit,180717,each,,,,,,,,,,,1.0,1.0
255,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 4"" x 12""",0.25,,rs-means,Unit,180718,each,,,,,,,,,,,1.0,1.0
256,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 4"" x 24""",0.5,,rs-means,Unit,180719,each,,,,,,,,,,,1.0,1.0
257,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 4"" x 48""",1,,rs-means,Unit,180720,each,,,,,,,,,,,1.0,1.0
258,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 4"" x 72""",1.61,,rs-means,Unit,180721,each,,,,,,,,,,,1.0,1.0
259,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 6"" x 12""",0.4,,rs-means,Unit,180722,each,,,,,,,,,,,1.0,1.0
260,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 6"" x 24""",0.8,,rs-means,Unit,180723,each,,,,,,,,,,,1.0,1.0
261,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 6"" x 48""",1.6,,rs-means,Unit,180724,each,,,,,,,,,,,1.0,1.0
262,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 6"" x 72""",2.4,,rs-means,Unit,180725,each,,,,,,,,,,,1.0,1.0
263,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 10"" x 12""",0.67,,rs-means,Unit,180726,each,,,,,,,,,,,1.0,1.0
264,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 10"" x 24""",1.34,,rs-means,Unit,180727,each,,,,,,,,,,,1.0,1.0
265,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 10"" x 48""",2.68,,rs-means,Unit,180728,each,,,,,,,,,,,1.0,1.0
266,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 10"" x 72""",4,,rs-means,Unit,180729,each,,,,,,,,,,,1.0,1.0
267,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 12"" x 12""",0.8,,rs-means,Unit,180730,each,,,,,,,,,,,1.0,1.0
268,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 12"" x 24""",1.61,,rs-means,Unit,180731,each,,,,,,,,,,,1.0,1.0
269,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 12"" x 48""",3.22,,rs-means,Unit,180732,each,,,,,,,,,,,1.0,1.0
270,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 12"" x 72""",4.83,,rs-means,Unit,180733,each,,,,,,,,,,,1.0,1.0
271,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 16"" x 16""",1.43,,rs-means,Unit,180734,each,,,,,,,,,,,1.0,1.0
272,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 16"" x 24""",2.14,,rs-means,Unit,180735,each,,,,,,,,,,,1.0,1.0
273,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 16"" x 48""",4.3,,rs-means,Unit,180736,each,,,,,,,,,,,1.0,1.0
274,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 16"" x 72""",6.44,,rs-means,Unit,180737,each,,,,,,,,,,,1.0,1.0
275,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 20"" x 24""",2.68,,rs-means,Unit,180738,each,,,,,,,,,,,1.0,1.0
276,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 20"" x 48""",5.37,,rs-means,Unit,180739,each,,,,,,,,,,,1.0,1.0
277,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 20"" x 72""",8,,rs-means,Unit,180740,each,,,,,,,,,,,1.0,1.0
278,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 24"" x 24""",3.22,,rs-means,Unit,180741,each,,,,,,,,,,,1.0,1.0
279,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 24"" x 48""",6.44,,rs-means,Unit,180742,each,,,,,,,,,,,1.0,1.0
280,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 24"" x 72""",9.66,,rs-means,Unit,180743,each,,,,,,,,,,,1.0,1.0
281,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 30"" x 28""",4.7,,rs-means,Unit,180744,each,,,,,,,,,,,1.0,1.0
282,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 30"" x 48""",8,,rs-means,Unit,180745,each,,,,,,,,,,,1.0,1.0
283,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 30"" x 72""",12.1,,rs-means,Unit,180746,each,,,,,,,,,,,1.0,1.0
284,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 30"" x 84""",14.1,,rs-means,Unit,180747,each,,,,,,,,,,,1.0,1.0
285,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 34"" x 32""",6.1,,rs-means,Unit,180748,each,,,,,,,,,,,1.0,1.0
286,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 34"" x 48""",9.12,,rs-means,Unit,180749,each,,,,,,,,,,,1.0,1.0
287,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 34"" x 72""",13.69,,rs-means,Unit,180750,each,,,,,,,,,,,1.0,1.0
288,Coils,"Hot Water, DX, or Consensor Coils, copper tubes, aluminum fins  2 rows, 8 fins per inch  Size 34"" x 84""",16,,rs-means,Unit,180751,each,,,,,,,,,,,1.0,1.0
289,AHUCV,"Air handling unit, packaged weatherproof, with cooling/heating coil section, filters, mixing box, constant volume, single zone, 2000 CFM, cooling coils may be chilled water or DX, heating coils may be hot water, steam or electric",2000,,rs-means,Unit,180752,each,,,,,,,,,,,1.0,1.0
290,AHUCV,"Air handling unit, packaged weatherproof, with cooling/heating coil section, filters, mixing box, constant volume, single zone, 5000 CFM, cooling coils may be chilled water or DX, heating coils may be hot water, steam or electric",5000,,rs-means,Unit,180753,each,,,,,,,,,,,1.0,1.0
291,AHUCV,"Air handling unit, packaged weatherproof, with cooling/heating coil section, filters, mixing box, constant volume, single zone, 10,000 CFM, cooling coils may be chilled water or DX, heating coils may be hot water, steam or electric",10000,,rs-means,Unit,180754,each,,,,,,,,,,,1.0,1.0
292,AHUCV,"Air handling unit, packaged weatherproof, with cooling/heating coil section, filters, mixing box, constant volume, single zone, 15,000 CFM, cooling coils may be chilled water or DX, heating coils may be hot water, steam or electric",15000,,rs-means,Unit,180755,each,,,,,,,,,,,1.0,1.0
